page_id,category,subcategory,gt_rel,html_rel,clean_rel,digital_rel,real_rel,real_chain_label,real_chain_cn,paper_condition,lighting_condition,capture_method,page_info_image_path,page_info_matches_expected
08_technical/04_architecture_diagram/architecture_diagram_001_微服务架构设计文档,08_technical,04_architecture_diagram,08_technical/04_architecture_diagram/architecture_diagram_001_微服务架构设计文档.json,08_technical/04_architecture_diagram/architecture_diagram_001_微服务架构设计文档.html,08_technical/04_architecture_diagram/architecture_diagram_001_微服务架构设计文档.png,08_technical/04_architecture_diagram/architecture_diagram_001_微服务架构设计文档.png,08_technical/04_architecture_diagram/architecture_diagram_001_微服务架构设计文档__real_screen_na_screen_screen.jpg,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,08_technical/04_architecture_diagram/architecture_diagram_001_微服务架构设计文档.png,true
08_technical/05_release_notes/release_notes_001_企业ERP系统v3.2更新说明,08_technical,05_release_notes,08_technical/05_release_notes/release_notes_001_企业ERP系统v3.2更新说明.json,08_technical/05_release_notes/release_notes_001_企业ERP系统v3.2更新说明.html,08_technical/05_release_notes/release_notes_001_企业ERP系统v3.2更新说明.png,08_technical/05_release_notes/release_notes_001_企业ERP系统v3.2更新说明.png,08_technical/05_release_notes/release_notes_001_企业ERP系统v3.2更新说明__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,08_technical/05_release_notes/release_notes_001_企业ERP系统v3.2更新说明.png,true
09_logistics/01_shipping_label/shipping_label_001_顺丰速运_SF_Express_-_Complex_Multi-Section_Label,09_logistics,01_shipping_label,09_logistics/01_shipping_label/shipping_label_001_顺丰速运_SF_Express_-_Complex_Multi-Section_Label.json,09_logistics/01_shipping_label/shipping_label_001_顺丰速运_SF_Express_-_Complex_Multi-Section_Label.html,09_logistics/01_shipping_label/shipping_label_001_顺丰速运_SF_Express_-_Complex_Multi-Section_Label.png,09_logistics/01_shipping_label/shipping_label_001_顺丰速运_SF_Express_-_Complex_Multi-Section_Label.png,09_logistics/01_shipping_label/shipping_label_001_顺丰速运_SF_Express_-_Complex_Multi-Section_Label__real_phone_creased_low_top.png,phone_creased_indoor_low_top,手机拍纸质文档,折痕/褶皱,室内暗光,俯拍,09_logistics/01_shipping_label/shipping_label_001_顺丰速运_SF_Express_-_Complex_Multi-Section_Label.png,true
09_logistics/02_customs_packing/customs_packing_001_Packing_List_-_HM-PL-2026-03842,09_logistics,02_customs_packing,09_logistics/02_customs_packing/customs_packing_001_Packing_List_-_HM-PL-2026-03842.json,09_logistics/02_customs_packing/customs_packing_001_Packing_List_-_HM-PL-2026-03842.html,09_logistics/02_customs_packing/customs_packing_001_Packing_List_-_HM-PL-2026-03842.png,09_logistics/02_customs_packing/customs_packing_001_Packing_List_-_HM-PL-2026-03842.png,09_logistics/02_customs_packing/customs_packing_001_Packing_List_-_HM-PL-2026-03842__real_phone_creased_normal_top.jpg,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,09_logistics/02_customs_packing/customs_packing_001_Packing_List_-_HM-PL-2026-03842.png,true
09_logistics/03_ticket/ticket_001_电影票,09_logistics,03_ticket,09_logistics/03_ticket/ticket_001_电影票.json,09_logistics/03_ticket/ticket_001_电影票.html,09_logistics/03_ticket/ticket_001_电影票.png,09_logistics/03_ticket/ticket_001_电影票.png,09_logistics/03_ticket/ticket_001_电影票__real_phone_creased_low_top.png,phone_creased_indoor_low_top,手机拍纸质文档,折痕/褶皱,室内暗光,俯拍,09_logistics/03_ticket/ticket_001_电影票.png,true
09_logistics/04_itinerary/itinerary_001_商务出差行程确认函_Business_Trip_Itinerary_Confirmation,09_logistics,04_itinerary,09_logistics/04_itinerary/itinerary_001_商务出差行程确认函_Business_Trip_Itinerary_Confirmation.json,09_logistics/04_itinerary/itinerary_001_商务出差行程确认函_Business_Trip_Itinerary_Confirmation.html,09_logistics/04_itinerary/itinerary_001_商务出差行程确认函_Business_Trip_Itinerary_Confirmation.png,09_logistics/04_itinerary/itinerary_001_商务出差行程确认函_Business_Trip_Itinerary_Confirmation.png,09_logistics/04_itinerary/itinerary_001_商务出差行程确认函_Business_Trip_Itinerary_Confirmation__real_screenshot_na_na_na.png,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,09_logistics/04_itinerary/itinerary_001_商务出差行程确认函_Business_Trip_Itinerary_Confirmation.png,true
09_logistics/05_hotel_booking/hotel_booking_001_酒店热敏小票,09_logistics,05_hotel_booking,09_logistics/05_hotel_booking/hotel_booking_001_酒店热敏小票.json,09_logistics/05_hotel_booking/hotel_booking_001_酒店热敏小票.html,09_logistics/05_hotel_booking/hotel_booking_001_酒店热敏小票.png,09_logistics/05_hotel_booking/hotel_booking_001_酒店热敏小票.png,09_logistics/05_hotel_booking/hotel_booking_001_酒店热敏小票__real_screenshot_na_na_na.png,screenshot_compressed,截图+转发压缩,无(纯数字),无,无,09_logistics/05_hotel_booking/hotel_booking_001_酒店热敏小票.png,true
09_logistics/06_bill_of_lading/bill_of_lading_001_Bill_of_Lading_-_Letter_Format_提单_-_商业信函格式,09_logistics,06_bill_of_lading,09_logistics/06_bill_of_lading/bill_of_lading_001_Bill_of_Lading_-_Letter_Format_提单_-_商业信函格式.json,09_logistics/06_bill_of_lading/bill_of_lading_001_Bill_of_Lading_-_Letter_Format_提单_-_商业信函格式.html,09_logistics/06_bill_of_lading/bill_of_lading_001_Bill_of_Lading_-_Letter_Format_提单_-_商业信函格式.png,09_logistics/06_bill_of_lading/bill_of_lading_001_Bill_of_Lading_-_Letter_Format_提单_-_商业信函格式.png,09_logistics/06_bill_of_lading/bill_of_lading_001_Bill_of_Lading_-_Letter_Format_提单_-_商业信函格式__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,09_logistics/06_bill_of_lading/bill_of_lading_001_Bill_of_Lading_-_Letter_Format_提单_-_商业信函格式.png,true
10_certificate/01_diploma_transcript/diploma_transcript_001_南京大学理学学士学位证书,10_certificate,01_diploma_transcript,10_certificate/01_diploma_transcript/diploma_transcript_001_南京大学理学学士学位证书.json,10_certificate/01_diploma_transcript/diploma_transcript_001_南京大学理学学士学位证书.html,10_certificate/01_diploma_transcript/diploma_transcript_001_南京大学理学学士学位证书.png,10_certificate/01_diploma_transcript/diploma_transcript_001_南京大学理学学士学位证书.png,10_certificate/01_diploma_transcript/diploma_transcript_001_南京大学理学学士学位证书__real_phone_cover_normal_top.png,phone_through_cover_indoor_normal_top,手机拍纸质文档,隔塑料套/玻璃,室内正常光,俯拍,10_certificate/01_diploma_transcript/diploma_transcript_001_南京大学理学学士学位证书.png,true
10_certificate/02_professional_cert/professional_cert_001_普通话水平测试等级证书,10_certificate,02_professional_cert,10_certificate/02_professional_cert/professional_cert_001_普通话水平测试等级证书.json,10_certificate/02_professional_cert/professional_cert_001_普通话水平测试等级证书.html,10_certificate/02_professional_cert/professional_cert_001_普通话水平测试等级证书.png,10_certificate/02_professional_cert/professional_cert_001_普通话水平测试等级证书.png,10_certificate/02_professional_cert/professional_cert_001_普通话水平测试等级证书__real_phone_cover_normal_top.jpg,phone_through_cover_indoor_normal_top,手机拍纸质文档,隔塑料套/玻璃,室内正常光,俯拍,10_certificate/02_professional_cert/professional_cert_001_普通话水平测试等级证书.png,true
10_certificate/03_award_honor/award_honor_001_员工月度之星,10_certificate,03_award_honor,10_certificate/03_award_honor/award_honor_001_员工月度之星.json,10_certificate/03_award_honor/award_honor_001_员工月度之星.html,10_certificate/03_award_honor/award_honor_001_员工月度之星.png,10_certificate/03_award_honor/award_honor_001_员工月度之星.png,10_certificate/03_award_honor/award_honor_001_员工月度之星__real_phone_cover_normal_top.png,phone_through_cover_indoor_normal_top,手机拍纸质文档,隔塑料套/玻璃,室内正常光,俯拍,10_certificate/03_award_honor/award_honor_001_员工月度之星.png,true
10_certificate/04_service_receipt/service_receipt_001_江南小厨_服务收据_Jiangnan_Kitchen_Receipt,10_certificate,04_service_receipt,10_certificate/04_service_receipt/service_receipt_001_江南小厨_服务收据_Jiangnan_Kitchen_Receipt.json,10_certificate/04_service_receipt/service_receipt_001_江南小厨_服务收据_Jiangnan_Kitchen_Receipt.html,10_certificate/04_service_receipt/service_receipt_001_江南小厨_服务收据_Jiangnan_Kitchen_Receipt.png,10_certificate/04_service_receipt/service_receipt_001_江南小厨_服务收据_Jiangnan_Kitchen_Receipt.png,10_certificate/04_service_receipt/service_receipt_001_江南小厨_服务收据_Jiangnan_Kitchen_Receipt__real_phone_flat_normal_top.png,phone_flat_indoor_normal_top,手机拍纸质文档,平整,室内正常光,俯拍,10_certificate/04_service_receipt/service_receipt_001_江南小厨_服务收据_Jiangnan_Kitchen_Receipt.png,true
10_certificate/05_quality_certification/quality_certification_001_ISO_9001_Certificate,10_certificate,05_quality_certification,10_certificate/05_quality_certification/quality_certification_001_ISO_9001_Certificate.json,10_certificate/05_quality_certification/quality_certification_001_ISO_9001_Certificate.html,10_certificate/05_quality_certification/quality_certification_001_ISO_9001_Certificate.png,10_certificate/05_quality_certification/quality_certification_001_ISO_9001_Certificate.png,10_certificate/05_quality_certification/quality_certification_001_ISO_9001_Certificate__real_phone_cover_normal_top.png,phone_through_cover_indoor_normal_top,手机拍纸质文档,隔塑料套/玻璃,室内正常光,俯拍,10_certificate/05_quality_certification/quality_certification_001_ISO_9001_Certificate.png,true
